"Date","Time","Text","Retweets","Replies","Potential Impressions","Link"
"2011 Nov 07 12:00:00 AM","1:57 PM","Lower your property tax the right way. Click here for a summary of upcoming Property Tax Assessment seminars: http://www.cookcountyboardofreview.com/html/outreach.html","1","0","1,912","http://twitter.com/ToniPreckwinkle/status/133664448920551424"
"2011 Oct 18 12:00:00 AM","12:07 PM","Stop illegal cigarette sales in Cook County.  Give us a tip, get a reward. Click here for details: http://www.cookcountyil.gov/portal/server.pt/community/revenue,_department_of/313/cigarette_tax","1","0","2,133","http://twitter.com/ToniPreckwinkle/status/126373822545936384"
"2011 Oct 18 12:00:00 AM","12:20 PM","Updated Dataset--Freedom Of Information Act (FOIA) Log at http://data.cookcountyil.gov http://cookcounty.socrata.com/d/3far-66rz #opencc #opendata","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/126377061576216576"
"2011 Oct 18 12:00:00 AM","3:23 PM","RT @jesseyneves: IL Restaurant Assoc. Board just passed a resolution commending @ToniPreckwinkle for rolling back the sales tax.","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/126423059396698113"
"2011 Oct 18 12:00:00 AM","3:23 PM","RT @JAofNJ: Financial Literacy Daily is out! http://paper.li/JAofNJ/1298958833 â¸ Top stories today via @income9000 @tonipreckwinkle @advancedtrends @ ...","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/126423089419522048"
"2011 Oct 18 12:00:00 AM","6:36 PM","This Thursday: a Women's Commission public event: âThe Mature Woman: Navigating Lifeâs Challenges.â Click here: http://blog.cookcountygov.com/wp-content/uploads/2011/10/2011-Public-Hearing-Save-the-Date.pdf","2","0","2,570","http://twitter.com/ToniPreckwinkle/status/126471708281540608"
"2011 Oct 18 12:00:00 AM","8:03 PM","Bank of America & Cook County Works sponsor financial education workshops â starts tomorrow in Maywood:  http://www.cookcountygov.com/taxonomy2/Cook County Works/PDF/BOAPartnership9-30-2011.pdf","2","0","4,920","http://twitter.com/ToniPreckwinkle/status/126493742139052034"
"2011 Oct 18 12:00:00 AM","9:50 PM","Richton Park's 2011 Property Tax Appeal Seminar is Thursday 10/20.  Click here for more: https://www.google.com/calendar/b/0/render?eid=cmVwMm10a3VhMjZwZTM0NTltaDBmdDZlcm8gM2dxaWE4aGEyMnIyZm1taDVmcjdkbmJycDhAZw&ctz=America/Chicago&pli=1&sf=true&output=xml","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/126520527371239425"
"2011 Oct 19 12:00:00 AM","9:12 AM","Community Round winners of #A4MC announced, check out the winning apps here: http://www.appsformetrochicago.com/ #opencc #opendata","3","1","3,364","http://twitter.com/ToniPreckwinkle/status/126692116167532544"
"2011 Oct 19 12:00:00 AM","3:05 PM","Seniors!  Apply for the Senior Citizen Property Tax Exemption today.  Click here for details: http://cookcountyassessor.com/LatestNews/LateNews.aspx?ID=545","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/126781141725356032"
"2011 Oct 20 12:00:00 AM","11:46 AM","Breaking news: Cook County and City of Chicago merge workforce development offices. Click here: http://blog.cookcountygov.com/2011/10/20/president-preckwinkle-and-mayor-emanuel-announce-city-county-merger-in-workforce-development/","0","0","1,956","http://twitter.com/ToniPreckwinkle/status/127093355543932928"
"2011 Oct 20 12:00:00 AM","1:28 PM","New video -- PRESIDENT PRECKWINKLE AND MAYOR EMANUEL ANNOUNCE CITY-COUNTY MERGER IN W... http://www.youtube.com/watch?v=71sQP8Hlw64&feature=share via @youtube","2","0","2,172","http://twitter.com/ToniPreckwinkle/status/127118985773846528"
"2011 Oct 21 12:00:00 AM","7:50 AM","Follow Friday: @chijobscouncil @followkurt @nkhare @gregorywass @johnfritchey @HDAdvocates @Z_na @ @MatthewSm1th @MouseRoar @sandi4cook","1","0","2,125","http://twitter.com/ToniPreckwinkle/status/127396468662349824"
"2011 Oct 21 12:00:00 AM","7:54 AM","Follow Friday: @govintrenches @fighting15th @fiorettichicago @jesseyneves @JAofNJ @MarketIntuitive @JobsForYouth @cortado @ChicagosMayor","0","2","1,912","http://twitter.com/ToniPreckwinkle/status/127397364238524416"
"2011 Oct 21 12:00:00 AM","7:58 AM","Follow Friday: @JulianaStratton @flacostacos @MrsGirlsLikeMe @RevBadie @sebastianwjames @WrigleyFielder @spielfogel","1","0","2,125","http://twitter.com/ToniPreckwinkle/status/127398472444944384"
"2011 Oct 21 12:00:00 AM","8:00 AM","Seniors!  Make sure you apply for Senior Property Tax Exemption.  For details, click here: http://www.cookcountyassessor.com/LatestNews/LateNews.aspx?ID=556","3","0","2,893","http://twitter.com/ToniPreckwinkle/status/127398975253921792"
"2011 Oct 21 12:00:00 AM","2:09 PM","Free Prescription Drug Take-back tomorrow in Homewood.  8am to 1pm Click here for more: http://blog.cookcountygov.com/2011/10/21/prescription-drug-take-back-in-homewood-on-october-22nd/  Please ReTweet","2","0","2,262","http://twitter.com/ToniPreckwinkle/status/127491622110904320"
"2011 Oct 21 12:00:00 AM","6:20 PM","Live in Homewood? Clean out your medicine cabinets of old prescription drugs. Click here for more: http://blog.cookcountygov.com/2011/10/21/prescription-drug-take-back-in-homewood-on-october-22nd/  Please ReTweet","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/127554788144586753"
"2011 Oct 21 12:00:00 AM","8:20 PM","Tomorrow morning in Homewood:  free prescription drug take back, 8am to 1pm Click here for more: http://blog.cookcountygov.com/2011/10/21/prescription-drug-take-back-in-homewood-on-october-22nd/  Please ReTweet","1","0","2,134","http://twitter.com/ToniPreckwinkle/status/127584994813165569"
"2011 Oct 21 12:00:00 AM","9:20 PM","Get rid of your old prescription drugs in Homewood tomorrow. Click here for more: http://blog.cookcountygov.com/2011/10/21/prescription-drug-take-back-in-homewood-on-october-22nd/  Please ReTweet","2","0","3,968","http://twitter.com/ToniPreckwinkle/status/127600098581561344"
"2011 Oct 22 12:00:00 AM","5:00 AM","Hello Homewood, turn in your old prescription drugs today @ French Market, 8 am to 1pm. For more info, click here: http://blog.cookcountygov.com/2011/10/21/prescription-drug-take-back-in-homewood-on-october-22nd/","1","0","1,973","http://twitter.com/ToniPreckwinkle/status/127715897879166976"
"2011 Oct 22 12:00:00 AM","6:25 AM","Get rid of your old prescription drugs in Homewood today from 8 to 1. Click here for more: http://blog.cookcountygov.com/2011/10/21/prescription-drug-take-back-in-homewood-on-october-22nd/  Please ReTweet","1","0","1,912","http://twitter.com/ToniPreckwinkle/status/127737239919796224"
"2011 Oct 22 12:00:00 AM","10:00 AM","Free prescription drug take back ends in 1 hour, Homewood's French Market, click here for more http://blog.cookcountygov.com/2011/10/21/prescription-drug-take-back-in-homewood-on-october-22nd/  Please ReTweet","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/127791448220377088"
"2011 Oct 24 12:00:00 AM","9:09 AM","Our Tweets, in a handy newsletter form, by topic and tag: http://www.twylah.com/ToniPreckwinkle","1","0","2,341","http://twitter.com/ToniPreckwinkle/status/128503278177746944"
"2011 Oct 24 12:00:00 AM","10:46 AM","It's like a newsletter of Tweets by topic and tag, http://www.twylah.com/ToniPreckwinkle","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/128527745536888832"
"2011 Oct 25 12:00:00 AM","8:22 AM","Broadcasting the 2012 Budget Meeting live: http://blog.cookcountygov.com/cook-county-radio-listen-to-board-meetings-live/","2","0","4,797","http://twitter.com/ToniPreckwinkle/status/128853913502892032"
"2011 Oct 25 12:00:00 AM","8:23 AM","The 2012 Budget website is live: http://blog.cookcountyil.gov/budget/","6","1","11,449","http://twitter.com/ToniPreckwinkle/status/128854167216324609"
"2011 Oct 25 12:00:00 AM","8:53 AM","All Cook County 2012 Budget, all the time, click here: http://blog.cookcountyil.gov/budget/","3","0","2,939","http://twitter.com/ToniPreckwinkle/status/128861818025295873"
"2011 Oct 25 12:00:00 AM","9:14 AM","Today we presented our budget to the County Board. Please visit our budget website to learn more. Lots of great info! http://blog.cookcountyil.gov/budget/","3","0","2,237","http://twitter.com/ToniPreckwinkle/status/128867081360916480"
"2011 Oct 25 12:00:00 AM","9:28 AM","@Patrickmford  We solved 70% of the shortfall by changing the way we do things: http://blog.cookcountyil.gov/budget/long-term-projections/","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/128870501216026625"
"2011 Oct 25 12:00:00 AM","9:30 AM","2012 Budget: We filled 70% of the $315 million hole by changing the way we do things.  Surprised?  Learn more: http://blog.cookcountyil.gov/budget/long-term-projections/","1","0","2,030","http://twitter.com/ToniPreckwinkle/status/128870962274906114"
"2011 Oct 25 12:00:00 AM","9:32 AM","2012 Budget: How did we close the $315 million gap?  A lot less in taxes than some would lead you to believe, click here:...","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/128871685716852737"
"2011 Oct 25 12:00:00 AM","9:35 AM","2012 Budget: $219 of $315 M in budget savings came from changing the way we do things.  Shocked?  Click here for more: http://blog.cookcountyil.gov/budget/closing-the-gap/","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/128872346059677696"
"2011 Oct 25 12:00:00 AM","9:51 AM","2012 Budget: Click here for the Resident's Guide to the 2012 Budget: http://blog.cookcountyil.gov/budget/wp-content/uploads/2011/10/Residents-Guide-to-2012-Budget.pdf","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/128876287099015168"
"2011 Oct 25 12:00:00 AM","10:20 AM","2012 Budget: How did we close a $315 million gap?  Taxes & fees are only 1/6th.  Surprised?  Click here to learn more: http://blog.cookcountyil.gov/budget/closing-the-gap/","1","0","2,019","http://twitter.com/ToniPreckwinkle/status/128883604683112450"
"2011 Oct 25 12:00:00 AM","10:29 AM","2012 Budget Data: 2012 Budget Long-term Projection dataset is published. Click here to view: http://datacatalog.cookcountyil.gov/Finance-Administration/2012-Budget-Long-term-Forecast/sjam-cggc #opencc #opendata","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/128885822429728768"
"2011 Oct 25 12:00:00 AM","11:01 AM","2012 Budget: Saved $219 million by changing the way we do things. It's 70% of how we closed the $315 million shortfall: http://blog.cookcountyil.gov/budget/closing-the-gap/","1","0","1,988","http://twitter.com/ToniPreckwinkle/status/128893876122566656"
"2011 Oct 25 12:00:00 AM","12:44 PM","2012 Budget: Attend a budget meeting or hearing.  Click here for the schedule: http://blog.cookcountyil.gov/budget/budget-hearings-and-meetings-schedule/","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/128919799228153856"
"2011 Oct 25 12:00:00 AM","6:04 PM","2012 Budget:  #TellToni your thoughts on the 2012 Budget.  Click here: http://blog.cookcountyil.gov/budget/tell-toni/","3","1","3,104","http://twitter.com/ToniPreckwinkle/status/129000359099248641"
"2011 Oct 25 12:00:00 AM","8:02 PM","2012 Budget: What's the long-term financial projection?  Find out for yourself by clicking here: http://blog.cookcountyil.gov/budget/long-term-projections/","2","0","3,115","http://twitter.com/ToniPreckwinkle/status/129030113923833857"
"2011 Oct 26 12:00:00 AM","7:12 AM","New 2012 Budget Dataset--Budget requests by line-item, bureau, and elected official.  Click here: http://cookcounty.socrata.com/d/dvk8-b8rs","1","1","2,203","http://twitter.com/ToniPreckwinkle/status/129198674348740610"
"2011 Oct 26 12:00:00 AM","7:41 AM","Went on Chicago Tonight to talk about my 2012 Budget. We are streamlining gov't and investing in Cook County's future http://chicagotonight.wttw.com/2011/10/25/preckwinkle-unveils-2012-budget-county-board","4","0","3,283","http://twitter.com/ToniPreckwinkle/status/129205966527926273"
"2011 Nov 14 12:00:00 AM","10:27 AM","County Board approves alcohol tax. Good public policy from health and public safety aspect. We need to make tough choices to change CC Gov","5","1","6,183","http://twitter.com/ToniPreckwinkle/status/136148319226429441"
"2011 Oct 26 12:00:00 AM","8:06 AM","2012 Budget: Toni Preckwinkle talks budget on WTTW's ""Chicago Tonight"".  Click here for story and video: http://blog.cookcountyil.gov/budget/2011/10/26/cook-county-board-president-talks-about-the-2012-budget-on-wttws-chicago-tonight/","2","0","2,406","http://twitter.com/ToniPreckwinkle/status/129212204741431296"
"2011 Oct 26 12:00:00 AM","8:36 AM","Click here for the Resident's Guide to the 2012 Cook County Budget: http://blog.cookcountyil.gov/budget/wp-content/uploads/2011/10/Residents-Guide-to-2012-Budget.pdf","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/129219766899585027"
"2011 Oct 26 12:00:00 AM","8:43 AM","2012 Budget: Stay informed on budget news and information, subscribe to our email list: http://blog.cookcountyil.gov/budget/stay-informed/","1","0","2,329","http://twitter.com/ToniPreckwinkle/status/129221670207623170"
"2011 Oct 26 12:00:00 AM","10:02 AM","This morning on @cbschicago I talked about how our budget will save Cook County residents $400 million. Watch: http://chicago.cbslocal.com/2011/10/26/preckwinkle-despite-tax-hikes-cook-county-residents-will-save-400m/","2","0","28,082","http://twitter.com/ToniPreckwinkle/status/129241464982093824"
"2011 Oct 26 12:00:00 AM","10:16 AM","Thanks! Help us spread the word! RT @IllinoisPIRG: Budget transparency in Cook County continues to impress us! http://taxdollarsandsense.wordpress.com/2011/10/26/budget-season/","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/129245061128003584"
"2011 Oct 26 12:00:00 AM","10:20 AM","@shua123 Adopted is 2011 $ Request is their request for 2012 PresRec is what is in our Budget and Expenditures are Year to Date as of 10/21","0","1","1,912","http://twitter.com/ToniPreckwinkle/status/129245959703105537"
"2011 Oct 26 12:00:00 AM","12:31 PM","2012 Budget: Listen to this morning's interview on we closed the $315 M shortfall on WBEZ's ""Eight Forty Eight"": http://blog.cookcountyil.gov/budget/2011/10/26/president-preckwinkle-talks-about-the-difficult-decisions-behind-2012-county-budget-proposals/","1","0","2,129","http://twitter.com/ToniPreckwinkle/status/129278909719121921"
"2012 Jan 23 12:00:00 AM","8:54 AM","2012 Unsung Heroine of Cook County Award Nominating Form | Cook County Blog http://fb.me/TE2d0c3O","0","0","2,319","http://twitter.com/ToniPreckwinkle/status/161491907258761216"
"2011 Oct 26 12:00:00 AM","12:45 PM","2012 Budget: Read what Illinois PIRG thinks of the tough choices we made to close the $315 million gap.  Click here: http://blog.cookcountyil.gov/budget/2011/10/26/budget-season/","2","0","2,234","http://twitter.com/ToniPreckwinkle/status/129282529772576771"
"2011 Oct 27 12:00:00 AM","8:39 AM","2012 Budget: ""Preckwinkle: Despite Tax Hikes, Cook County Residents Will Save $400M"", from CBS Chicago.  Click & read http://blog.cookcountyil.gov/budget/2011/10/27/preckwinkle-despite-tax-hikes-cook-county-residents-will-save-400m/","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/129582907676303361"
"2011 Oct 27 12:00:00 AM","8:51 AM","2012 Budget: Click here for a schedule of budget public hearings and meetings: http://blog.cookcountyil.gov/budget/budget-hearings-and-meetings-schedule/","2","0","9,363","http://twitter.com/ToniPreckwinkle/status/129586077039206401"
"2011 Oct 27 12:00:00 AM","9:19 AM","Data-driven gov't decision making starts at home. Chicago & Cook County see the future of data: http://blog.cookcountygov.com/opencc/2011/10/27/citys-top-technology-information-officers-want-data-to-drive-policy/ #opencc #opendata","3","0","6,786","http://twitter.com/ToniPreckwinkle/status/129593012660613121"
"2011 Oct 27 12:00:00 AM","9:51 AM","2012 Budget: Stay informed about news and information on the 2012 Budget.  Subscribe to our email list: http://blog.cookcountyil.gov/budget/stay-informed/","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/129601055318228992"
"2011 Oct 27 12:00:00 AM","10:55 AM","#TellToni your thoughts and comments on the 2012 Budget: http://blog.cookcountyil.gov/budget/tell-toni/","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/129617124720246784"
"2011 Oct 27 12:00:00 AM","11:14 AM","Are you a homeowner looking to review a property tax assessment? Click for the best guide to upcoming tax seminars: http://www.cookcountyboardofreview.com/html/outreach.html","1","0","3,441","http://twitter.com/ToniPreckwinkle/status/129621930058846209"
"2011 Oct 27 12:00:00 AM","11:51 AM","2012 Budget: Click here to speak at any of 4 special public hearings on the 2012 Budget: http://legacy.cookcountygov.com/secretary/2012 Budget Survey Monkey.html","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/129631215492935680"
"2011 Oct 27 12:00:00 AM","2:50 PM","2012 Budget: ""Civic Federation Lauds Preckwinkleâs County Budget Plan"", from CBS Chicago. Click here to find out why:...","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/129676344027131905"
"2011 Oct 27 12:00:00 AM","3:08 PM","RT @WBEZ: Cook County's @ToniPreckwinkle on @848  ""I wish we could close this budget gap without laying people off.""  http://www.wbez.org/episode-segments/2011-10-26/president-preckwinkle-talks-about-difficult-decisions-behind-2012-county","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/129680887611789313"
"2011 Oct 27 12:00:00 AM","3:10 PM","RT @followkurt: Thanks 4 the support! RT @KansasWaugh Just heard @tonipreckwinkle 2012 Budget at the Chamber of Commerce mtg. This budge ...","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/129681379020636160"
"2011 Oct 27 12:00:00 AM","3:10 PM","RT @JobsForYouth: @ToniPreckwinkle Thank you so much, President Preckwinkle!","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/129681392241086464"
"2011 Nov 19 12:00:00 AM","1:05 PM","A look back at the week in Cook County Government.  Click here for the news you missed: http://www.twylah.com/ToniPreckwinkle","0","0","1,981","http://twitter.com/ToniPreckwinkle/status/137999866143051777"
"2011 Oct 27 12:00:00 AM","3:10 PM","RT @followkurt: Brief look from Skokie on @ToniPreckwinkle  2012 budget http://skokie.patch.com/articles/cook-co-budget-would-raise-sin-taxes-decrease-inmates-and-layoff-employees","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/129681414038888450"
"2011 Oct 28 12:00:00 AM","12:51 AM","Are you a homeowner looking to review a property tax assessment? Click for the best guide to upcoming tax seminars: http://www.cookcountyboardofreview.com/html/outreach.html","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/129827521196867584"
"2011 Oct 28 12:00:00 AM","8:18 AM","RT @BldrsAssoc: Enjoyed supporting ACE Tech's Gala and hearing keynote speaker @ToniPreckwinkle Great speaker and an awesome school. htt ...","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/129940079966818304"
"2011 Oct 28 12:00:00 AM","9:26 AM","RT @jesseyneves: Touring the Botanic Garden and their new projects with @ToniPreckwinkle and @SenatorDurbin. Trying to recall bio class.","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/129957120476069888"
"2011 Oct 31 12:00:00 AM","6:31 AM","2012 Budget: Read our Op-ed in http://ChicagoTribune.com, ""Difficult Decisions"": http://blog.cookcountyil.gov/budget/2011/10/31/difficult-decisions/","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/131000436915310592"
"2011 Oct 31 12:00:00 AM","6:41 AM","2012 Budget: ""Reducing Jail Rolls Would Trim County Costs"", from the NY Times.  Click here to read how: http://blog.cookcountyil.gov/budget/2011/10/31/jailing-fewer-would-trim-county-costs-official-says/","2","0","2,937","http://twitter.com/ToniPreckwinkle/status/131002802402115584"
"2011 Oct 31 12:00:00 AM","6:51 AM","2012 Budget: ""Cook County on a Diet"", from the Chicago Tribune. Click here to see what they think of it: http://blog.cookcountyil.gov/budget/2011/10/31/cook-county-on-a-diet/","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/131005396738519040"
"2011 Nov 01 12:00:00 AM","10:36 AM","Lower your property tax the right way. Click here for a summary of upcoming Property Tax Assessment seminars: http://www.cookcountyboardofreview.com/html/outreach.html","3","0","3,805","http://twitter.com/ToniPreckwinkle/status/131424299071447040"
"2011 Nov 01 12:00:00 AM","11:55 AM","2012 Budget: Stay informed on Cook County Government.  Click here to subscribe to our newsletters and alerts: http://blog.cookcountyil.gov/budget/stay-informed/","1","0","2,125","http://twitter.com/ToniPreckwinkle/status/131444181783691264"
"2011 Nov 01 12:00:00 AM","12:40 PM","Stay Informed: Subscribe to our Newsletters and Alerts.  Click here: http://blog.cookcountygov.com/stay-informed-subscribe-to-our-newsletters-and-alerts/","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/131455531213795328"
"2011 Nov 01 12:00:00 AM","2:09 PM","@almabahman  Seeing a lot of increased activity all over our web and social media properties.  Not much interaction, just consumption","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/131478086515560449"
"2011 Nov 01 12:00:00 AM","3:58 PM","New and updated datasets at http://data.cookcountyil.gov: juvenile detention costs, updated utilities: http://datacatalog.cookcountyil.gov/ #opendata #opencc","5","0","11,867","http://twitter.com/ToniPreckwinkle/status/131505411793760257"
"2011 Nov 01 12:00:00 AM","6:19 PM","See your government up close and personal.  Attend a 2012 Budget public hearing or meeting. Here's the schedule: http://blog.cookcountyil.gov/budget/budget-hearings-and-meetings-schedule/","2","0","1,975","http://twitter.com/ToniPreckwinkle/status/131540802592702464"
"2011 Nov 02 12:00:00 AM","6:47 AM","@SethLavin  http://datacatalog.cookcountyil.gov/Public-Safety/President-s-Office-Juvenile-Temporary-Detention-Ce/ix6b-at92","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/131729034471145474"
"2011 Nov 02 12:00:00 AM","8:22 AM","2012 Budget Dataset of the Day: 2012 Budget Requests, sortable by $$$. Click to dig through the data: http://datacatalog.cookcountyil.gov/Finance-Administration/Budget-Requests-by-Amount/rbu7-x8mh #opencc #opendata","4","0","2,515","http://twitter.com/ToniPreckwinkle/status/131752973004050432"
"2011 Nov 02 12:00:00 AM","9:35 AM","Making our case for the 2012 Budget--""Savings by Responsibly Reducing the Jail Population"". Read our proposal: http://blog.cookcountyil.gov/budget/2011/11/02/2012-budget-savings-by-reducing-the-jail-population/","1","0","2,030","http://twitter.com/ToniPreckwinkle/status/131771421163659264"
"2011 Nov 09 12:00:00 AM","9:43 AM","RT @orkilmer: @tonipreckwinkle and medical community urge YEA vote on alcohol and tobacco tax http://blog.cookcountygov.com/2011/11/09/preckwinkle-stands-with-medical-leaders-urging-approval-of-alcohol-tobacco-taxes/","0","0","1,923","http://twitter.com/ToniPreckwinkle/status/134325293530890241"
"2011 Nov 02 12:00:00 AM","10:19 AM","Making our case for the 2012 Budget--""Responsibly Reducing the Juvenile Detention Population"".  Read our proposal: http://blog.cookcountyil.gov/budget/2011/11/02/2012-budget-responsibly-reducing-the-juvenile-temporary-detention-center-population/","1","0","2,631","http://twitter.com/ToniPreckwinkle/status/131782460026519553"
"2011 Nov 02 12:00:00 AM","10:36 AM","Some new updates to our budget website! Lowering jail pop. http://blog.cookcountyil.gov/budget/2011/11/02/2012-budget-savings-by-responsibly-reducing-the-jail-population/ Lowering JTDC pop. http://blog.cookcountyil.gov/budget/2011/11/02/2012-budget-responsibly-reducing-the-juvenile-temporary-detention-center-population/","2","0","2,220","http://twitter.com/ToniPreckwinkle/status/131786869724819456"
"2011 Nov 02 12:00:00 AM","12:23 PM","Broadcasting today's and all 2012 Budget Hearings live! Click here: http://mixlr.com/cookcountyradio","1","0","2,030","http://twitter.com/ToniPreckwinkle/status/131813671516127232"
"2011 Nov 02 12:00:00 AM","1:04 PM","Attend the #A4MC and Delta Institute's Green Opportunities Hack Salon: http://a4mcgreenhacksalon.eventbrite.com/ #opencc #opendata","2","0","2,224","http://twitter.com/ToniPreckwinkle/status/131824139395805184"
"2012 Feb 22 12:00:00 AM","8:01 AM","You're welcome, and thank you for the help@dancingvalentin","0","1","2,439","http://twitter.com/ToniPreckwinkle/status/172350196838182912"
"2011 Nov 02 12:00:00 AM","2:10 PM","2012 Budget Dataset UPDATE: http://datacatalog.cookcountyil.gov/Finance-Administration/Budget-Requests-by-Amount-Office-and-Department-Ti/rbu7-x8mh, now updated to sort by office, and department title.","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/131840740732055553"
"2011 Nov 02 12:00:00 AM","3:48 PM","All 2012 budget, all the time: http://blog.cookcountyil.gov/budget/","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/131865234808905728"
"2011 Nov 03 12:00:00 AM","11:03 AM","2012 Budget Hearing will get underway soon.  Listen live at http://Mixlr.com/cookcountyradio","2","0","2,968","http://twitter.com/ToniPreckwinkle/status/132155870514642945"
"2011 Nov 03 12:00:00 AM","11:43 AM","Making our case for the 2012 Budget--""Raising Revenue by Adjusting the Alcohol Tax"". Read it here: http://blog.cookcountyil.gov/budget/2011/11/03/2012-budget-raise-revenue-by-adjusting-the-alcoholic-beverage-tax/","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/132166038262530048"
"2011 Nov 03 12:00:00 AM","11:58 AM","Making our case for the 2012 Budget--""Restoring Alcoholic Beverage Tax to 1995 Levels"". See a history of sin tax rates: http://blog.cookcountyil.gov/budget/?p=1059&preview=true","1","0","2,030","http://twitter.com/ToniPreckwinkle/status/132169843041513472"
"2011 Nov 03 12:00:00 AM","12:11 PM","Excellent discussion on taxes going on at the Cook County Budget Hearing.  Click here to listen live: http://mixlr.com/cookcountyradio/live","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/132173190075121664"
"2011 Nov 03 12:00:00 AM","12:21 PM","Making our case for the 2012 Budget--Raising Revenue by Closing Tobacco Tax Loopholes: http://blog.cookcountyil.gov/budget/2011/11/03/2012-budget-raise-revenue-by-closing-tobacco-tax-loophoes/","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/132175499643465728"
"2011 Nov 03 12:00:00 AM","12:43 PM","Amusement Tax testimony going on now.  Listen live to today's 2012 Budget Hearing: http://mixlr.com/cookcountyradio/live","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/132180997759442944"
"2011 Nov 03 12:00:00 AM","12:56 PM","Making our case for the 2012 Budget--Regulating Amusement Devices: http://blog.cookcountyil.gov/budget/2011/11/03/2012-budget-regulate-amusement-devices/","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/132184367828189184"
"2011 Nov 03 12:00:00 AM","6:55 PM","Check out our Twitter Recap.  It's like a newsletter of all of our Tweets. Click here: http://www.twylah.com/ToniPreckwinkle","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/132274664146870273"
"2011 Nov 04 12:00:00 AM","9:49 AM","2012 Budget: Savings by Utilizing the Motor Fuel Tax for Long-term Capital Investment | Cook County. http://fb.me/TWRek76b","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/132499781204447233"
"2011 Nov 04 12:00:00 AM","9:57 AM","Making our case for the 2012 Budget: ""Raising Revenue by Utilizing the Motor Fuel Tax as a Long-term Investment: http://blog.cookcountyil.gov/budget/2011/11/04/2012-budget-savings-by-utilizing-the-motor-fuel-tax-for-long-term-capital-investment/","1","0","2,030","http://twitter.com/ToniPreckwinkle/status/132501703785320448"
"2011 Nov 04 12:00:00 AM","10:06 AM","Today I launched a task force to find a way to end the unincorp. Cook County tax subsidy. We need lasting solutions: http://blog.cookcountygov.com/2011/11/04/preckwinkle-announces-taskforce-to-tackle-unincorporated-cook-county-services/","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/132504115161997313"
"2011 Nov 04 12:00:00 AM","10:44 AM","Making our case for the 2012 Budget--""Raising Revenue by Aligning the Parking Tax Tiers.""  Click here: http://blog.cookcountyil.gov/budget/2011/11/04/2012-budget-raising-revenue-by-aligning-the-parking-tax-tiers/","0","0","2,096","http://twitter.com/ToniPreckwinkle/status/132513640942284800"
"2011 Nov 04 12:00:00 AM","11:16 AM","2012 Budget video: From press conference launching task force on ending Unincorporated Cook County's tax subsidy: http://youtu.be/CnHKt4u6_CM","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/132521555459702784"
"2011 Nov 04 12:00:00 AM","11:17 AM","http://youtu.be/CnHKt4u6_CM","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/132521780870004737"
"2011 Nov 04 12:00:00 AM","11:17 AM","http://www.youtube.com/watch?v=CnHKt4u6_CM http://fb.me/PwySqLrt","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/132521935178432512"
